gpa,attendance,financial_score,credit_hours,scholarship
3.84,97.3,53.5,8.0,Not Eligible
2.12,68.5,10.3,73.0,Not Eligible
2.55,96.8,28.8,113.0,Eligible
3.61,61.1,34.4,77.0,Not Eligible
3.5,81.7,52.7,63.0,Not Eligible
2.37,99.4,29.9,65.0,Not Eligible
2.42,84.4,15.0,20.0,Not Eligible
2.74,82.2,2.5,56.0,Not Eligible
2.97,87.3,17.3,122.0,Eligible
3.24,71.6,82.5,5.0,Not Eligible
2.74,62.2,35.0,85.0,Not Eligible
2.93,70.0,53.9,84.0,Not Eligible
3.49,67.0,49.0,120.0,Eligible
2.07,96.9,27.6,15.0,Not Eligible
2.5,94.1,84.3,91.0,Not Eligible
3.43,72.7,93.9,109.0,Eligible
3.79,93.4,21.2,14.0,Not Eligible
3.02,68.5,80.7,36.0,Not Eligible
3.06,68.0,75.6,74.0,Not Eligible
2.21,90.7,83.8,1.0,Not Eligible
2.89,73.1,40.9,13.0,Not Eligible
3.07,62.6,68.6,6.0,Not Eligible
2.48,88.8,19.0,0.0,Not Eligible
2.54,99.6,96.8,75.0,Not Eligible
2.75,82.6,72.3,67.0,Not Eligible
2.04,70.5,7.7,62.0,Not Eligible
2.64,74.9,87.8,126.0,Eligible
2.42,85.9,95.9,72.0,Not Eligible
2.65,88.1,33.4,124.0,Eligible
2.24,95.5,53.9,78.0,Not Eligible
3.78,96.4,99.2,83.0,Not Eligible
3.19,94.5,45.1,14.0,Not Eligible
3.36,85.9,66.6,55.0,Not Eligible
3.58,78.0,45.2,110.0,Eligible
3.0,87.2,7.6,110.0,Eligible
2.17,86.7,51.0,108.0,Not Eligible
3.07,68.7,82.7,81.0,Not Eligible
3.17,80.3,4.2,60.0,Not Eligible
3.49,68.3,44.1,92.0,Not Eligible
2.86,96.0,82.2,46.0,Not Eligible
2.26,72.9,35.3,40.0,Not Eligible
2.57,92.2,97.7,102.0,Eligible
2.73,75.1,38.3,42.0,Not Eligible
3.29,90.5,78.3,22.0,Not Eligible
3.14,68.8,24.6,127.0,Eligible
2.71,90.5,33.2,67.0,Not Eligible
3.97,67.2,72.1,37.0,Not Eligible
3.21,79.6,5.7,58.0,Not Eligible
2.47,64.5,9.4,21.0,Not Eligible
2.2,81.1,26.7,37.0,Not Eligible
2.31,92.8,25.1,57.0,Not Eligible
2.49,90.2,6.6,25.0,Not Eligible
2.32,62.0,97.2,90.0,Not Eligible
2.37,79.7,29.4,18.0,Not Eligible
2.57,94.1,72.3,113.0,Eligible
2.35,86.0,39.3,91.0,Not Eligible
3.79,62.4,99.1,69.0,Not Eligible
2.16,73.0,14.0,107.0,Not Eligible
3.05,82.3,37.4,7.0,Not Eligible
2.82,66.9,43.2,89.0,Not Eligible
3.96,87.3,71.7,24.0,Not Eligible
2.22,85.4,49.6,37.0,Not Eligible
2.8,68.1,75.0,52.0,Not Eligible
3.94,82.0,84.1,69.0,Not Eligible
3.73,92.5,28.9,98.0,Not Eligible
3.63,75.0,80.4,28.0,Not Eligible
2.52,69.9,49.2,75.0,Not Eligible
2.34,88.0,7.7,35.0,Not Eligible
3.34,62.8,29.7,20.0,Not Eligible
3.86,93.3,80.3,119.0,Eligible
3.11,97.7,38.9,61.0,Not Eligible
3.14,98.6,9.3,25.0,Not Eligible
2.56,77.3,63.8,107.0,Eligible
3.54,84.9,85.0,41.0,Not Eligible
2.37,94.3,13.3,17.0,Not Eligible
2.65,68.9,54.3,8.0,Not Eligible
2.85,61.1,20.8,43.0,Not Eligible
3.02,75.4,33.8,110.0,Eligible
2.48,95.4,41.4,56.0,Not Eligible
2.23,80.2,0.5,23.0,Not Eligible
3.22,81.2,35.6,39.0,Not Eligible
2.58,87.7,30.9,16.0,Not Eligible
3.16,83.0,66.8,88.0,Not Eligible
2.31,62.2,88.0,23.0,Not Eligible
2.96,82.4,10.5,58.0,Not Eligible
3.07,85.9,48.3,5.0,Not Eligible
2.1,85.7,27.7,85.0,Not Eligible
2.67,89.1,98.8,39.0,Not Eligible
2.27,80.8,78.0,23.0,Not Eligible
2.13,96.0,11.8,91.0,Not Eligible
3.98,78.6,36.9,61.0,Not Eligible
2.64,80.7,11.1,90.0,Not Eligible
3.62,91.2,78.7,59.0,Not Eligible
2.51,93.3,48.7,21.0,Not Eligible
3.36,85.9,64.7,76.0,Not Eligible
3.52,65.1,57.5,115.0,Eligible
3.19,73.3,18.3,103.0,Eligible
2.94,60.8,1.3,53.0,Not Eligible
2.82,71.8,87.0,110.0,Eligible
2.7,82.8,9.2,4.0,Not Eligible
3.86,92.2,79.1,100.0,Eligible
3.66,83.4,19.1,91.0,Not Eligible
3.93,61.6,85.3,94.0,Not Eligible
2.25,70.4,59.4,18.0,Not Eligible
3.46,83.1,39.9,1.0,Not Eligible
3.88,88.4,65.8,41.0,Not Eligible
2.36,94.7,27.4,40.0,Not Eligible
2.13,98.7,41.9,77.0,Not Eligible
3.48,95.7,82.4,43.0,Not Eligible
3.15,78.7,0.9,23.0,Not Eligible
3.68,89.9,23.4,124.0,Eligible
2.28,69.6,74.1,85.0,Not Eligible
3.59,62.6,71.9,42.0,Not Eligible
2.4,62.2,16.4,76.0,Not Eligible
2.33,69.7,98.3,72.0,Not Eligible
2.33,61.5,67.6,104.0,Not Eligible
3.63,94.0,37.1,97.0,Not Eligible
3.33,79.6,35.1,28.0,Not Eligible
3.05,92.4,52.3,64.0,Not Eligible
2.72,97.6,3.6,47.0,Not Eligible
3.75,99.8,71.5,26.0,Not Eligible
2.78,97.5,6.8,107.0,Eligible
3.63,88.7,65.3,6.0,Not Eligible
2.88,77.7,80.2,30.0,Not Eligible
2.75,83.9,90.5,110.0,Eligible
2.93,92.7,14.8,92.0,Not Eligible
2.6,95.9,74.5,56.0,Not Eligible
3.5,98.3,98.3,31.0,Not Eligible
3.01,89.2,6.8,44.0,Not Eligible
2.46,81.6,2.8,94.0,Not Eligible
3.8,98.7,21.2,93.0,Not Eligible
2.77,98.3,20.5,42.0,Not Eligible
3.09,79.1,31.9,105.0,Eligible
3.81,85.9,92.4,97.0,Not Eligible
3.25,92.4,68.3,53.0,Not Eligible
2.23,77.3,1.1,98.0,Not Eligible
3.88,93.2,49.5,12.0,Not Eligible
3.26,64.5,87.6,52.0,Not Eligible
2.67,79.2,53.4,94.0,Not Eligible
2.28,79.3,19.4,42.0,Not Eligible
3.59,87.4,95.4,12.0,Not Eligible
3.24,64.7,30.7,21.0,Not Eligible
3.07,64.1,35.0,78.0,Not Eligible
3.79,96.0,35.6,129.0,Eligible
3.58,72.1,39.5,121.0,Eligible
2.3,73.1,70.9,50.0,Not Eligible
2.62,91.1,31.5,25.0,Not Eligible
2.5,76.6,46.5,95.0,Not Eligible
3.49,93.3,26.3,111.0,Eligible
2.07,76.1,50.8,115.0,Not Eligible
3.14,90.4,94.7,34.0,Not Eligible
3.52,81.0,29.0,68.0,Not Eligible
3.75,97.4,81.6,19.0,Not Eligible
2.68,73.1,21.9,0.0,Not Eligible
3.64,74.5,14.5,17.0,Not Eligible
2.22,98.8,9.1,107.0,Not Eligible
3.69,89.5,98.0,64.0,Not Eligible
2.25,90.9,57.0,33.0,Not Eligible
2.79,71.8,51.4,129.0,Eligible
3.59,81.3,0.7,42.0,Not Eligible
2.3,72.5,48.4,69.0,Not Eligible
2.46,70.4,66.3,77.0,Not Eligible
3.44,81.4,41.0,25.0,Not Eligible
3.44,99.5,12.9,25.0,Not Eligible
3.28,68.6,26.8,124.0,Eligible
3.39,69.7,71.4,64.0,Not Eligible
3.09,69.7,47.5,40.0,Not Eligible
2.5,91.7,47.9,20.0,Not Eligible
2.69,80.4,3.8,5.0,Not Eligible
2.36,75.4,52.9,122.0,Not Eligible
3.82,93.8,42.5,30.0,Not Eligible
3.17,71.9,88.0,60.0,Not Eligible
2.8,75.7,38.1,5.0,Not Eligible
2.92,62.9,60.9,103.0,Eligible
3.89,64.8,93.6,37.0,Not Eligible
2.31,65.5,56.6,124.0,Not Eligible
3.17,73.9,3.0,106.0,Eligible
3.01,81.0,10.2,110.0,Eligible
3.22,60.0,96.7,27.0,Not Eligible
2.04,67.6,55.2,25.0,Not Eligible
3.74,67.0,18.9,79.0,Not Eligible
3.86,70.1,56.8,16.0,Not Eligible
3.13,66.6,95.7,125.0,Eligible
3.39,67.8,4.5,12.0,Not Eligible
3.84,99.4,52.7,91.0,Not Eligible
3.41,83.8,13.6,21.0,Not Eligible
2.31,90.5,44.7,81.0,Not Eligible
3.15,92.8,65.5,113.0,Eligible
3.21,86.7,45.9,27.0,Not Eligible
2.85,88.2,96.3,17.0,Not Eligible
3.47,85.3,58.5,82.0,Not Eligible
3.87,86.0,96.4,13.0,Not Eligible
3.85,97.1,31.4,113.0,Eligible
2.9,67.4,2.1,115.0,Eligible
2.23,71.0,15.5,100.0,Not Eligible
3.97,63.7,7.2,50.0,Not Eligible
3.68,93.5,73.9,53.0,Not Eligible
2.25,78.0,19.0,28.0,Not Eligible
3.84,96.3,75.7,84.0,Not Eligible
3.74,76.5,53.8,10.0,Not Eligible
3.04,77.7,21.7,98.0,Not Eligible
3.18,77.9,61.3,26.0,Not Eligible
2.8,84.5,1.1,119.0,Eligible
2.11,90.6,33.5,96.0,Not Eligible
2.67,74.1,78.5,55.0,Not Eligible
3.61,85.2,74.9,39.0,Not Eligible
2.01,68.2,79.1,32.0,Not Eligible
2.67,82.2,58.8,90.0,Not Eligible
2.8,81.9,57.3,116.0,Eligible
3.07,95.5,40.7,123.0,Eligible
3.84,95.8,94.9,126.0,Eligible
2.69,79.5,94.9,122.0,Eligible
2.69,61.0,0.9,93.0,Not Eligible
3.48,93.8,96.2,25.0,Not Eligible
2.9,60.0,87.1,44.0,Not Eligible
2.45,79.1,60.6,50.0,Not Eligible
2.9,60.8,32.5,86.0,Not Eligible
2.28,74.1,42.1,58.0,Not Eligible
2.35,85.5,84.8,45.0,Not Eligible
3.0,74.8,14.8,46.0,Not Eligible
2.84,97.1,62.1,72.0,Not Eligible
3.83,85.6,23.1,97.0,Not Eligible
2.72,85.9,37.8,35.0,Not Eligible
3.16,75.0,0.5,71.0,Not Eligible
3.26,61.5,96.9,22.0,Not Eligible
2.03,89.5,10.9,130.0,Not Eligible
3.33,88.6,76.3,69.0,Not Eligible
2.36,81.2,56.2,29.0,Not Eligible
3.92,76.7,82.8,82.0,Not Eligible
2.3,81.5,51.6,36.0,Not Eligible
2.83,89.9,98.4,87.0,Not Eligible
2.17,88.5,60.7,30.0,Not Eligible
3.99,86.3,61.6,17.0,Not Eligible
3.0,96.2,92.1,33.0,Not Eligible
3.19,84.4,25.8,74.0,Not Eligible
2.13,60.6,36.3,59.0,Not Eligible
3.5,84.7,66.5,98.0,Not Eligible
2.42,84.5,14.1,33.0,Not Eligible
3.8,62.8,81.0,86.0,Not Eligible
2.41,77.1,59.2,49.0,Not Eligible
2.38,86.0,75.5,61.0,Not Eligible
2.07,88.2,99.0,119.0,Not Eligible
2.94,95.7,97.7,103.0,Eligible
3.13,93.7,44.8,32.0,Not Eligible
2.13,64.7,28.1,92.0,Not Eligible
3.55,84.4,63.4,16.0,Not Eligible
2.91,83.9,71.1,130.0,Eligible
3.05,72.1,29.5,116.0,Eligible
2.88,67.4,28.1,110.0,Eligible
2.8,68.0,21.5,83.0,Not Eligible
3.12,67.1,90.9,26.0,Not Eligible
2.31,92.3,10.2,65.0,Not Eligible
2.36,65.9,24.6,59.0,Not Eligible
3.72,70.6,62.4,54.0,Not Eligible
3.89,68.7,46.8,85.0,Not Eligible
2.75,88.5,12.1,96.0,Not Eligible
2.54,66.3,29.0,35.0,Not Eligible
3.29,61.0,40.8,86.0,Not Eligible
2.82,75.0,95.9,47.0,Not Eligible
2.05,72.2,39.6,2.0,Not Eligible
2.31,75.9,11.6,21.0,Not Eligible
3.43,90.2,97.2,84.0,Not Eligible
3.32,60.5,43.4,106.0,Eligible
2.05,61.5,14.0,8.0,Not Eligible
2.44,70.2,61.1,20.0,Not Eligible
2.46,95.6,80.9,60.0,Not Eligible
3.34,66.8,71.1,14.0,Not Eligible
2.04,99.9,31.2,85.0,Not Eligible
2.21,92.2,23.9,4.0,Not Eligible
3.6,78.2,88.3,14.0,Not Eligible
2.36,89.9,19.4,95.0,Not Eligible
3.31,80.8,75.7,108.0,Eligible
2.48,82.6,2.3,33.0,Not Eligible
2.2,83.2,42.0,60.0,Not Eligible
2.49,85.9,98.5,75.0,Not Eligible
3.44,62.4,63.4,3.0,Not Eligible
3.71,84.7,31.1,92.0,Not Eligible
3.66,88.7,70.0,8.0,Not Eligible
2.79,72.4,35.3,24.0,Not Eligible
3.34,99.1,93.9,95.0,Not Eligible
2.41,65.8,23.5,108.0,Not Eligible
2.59,96.4,32.0,92.0,Not Eligible
3.79,87.1,68.9,119.0,Eligible
2.03,86.6,79.5,128.0,Not Eligible
2.17,95.0,57.6,106.0,Not Eligible
2.42,93.3,28.9,80.0,Not Eligible
2.05,73.8,57.3,7.0,Not Eligible
2.36,88.2,21.9,117.0,Not Eligible
3.17,62.0,5.7,37.0,Not Eligible
2.84,78.6,92.0,51.0,Not Eligible
3.79,97.5,48.1,68.0,Not Eligible
3.63,71.0,48.0,115.0,Eligible
2.68,62.0,74.5,104.0,Eligible
2.52,83.3,56.0,65.0,Not Eligible
2.76,74.2,45.4,114.0,Eligible
3.18,75.2,79.5,111.0,Eligible
2.54,83.3,47.5,45.0,Not Eligible
3.25,84.9,91.3,37.0,Not Eligible
2.82,77.5,30.6,51.0,Not Eligible
3.1,80.3,3.4,100.0,Eligible
2.87,99.7,14.9,82.0,Not Eligible
2.59,98.3,81.9,16.0,Not Eligible
3.9,88.3,92.6,41.0,Not Eligible
3.53,66.5,7.5,114.0,Eligible
2.28,74.4,90.9,121.0,Not Eligible
3.74,95.3,94.4,18.0,Not Eligible
2.97,76.9,75.4,127.0,Eligible
3.79,98.2,76.1,82.0,Not Eligible
3.6,79.5,0.2,104.0,Eligible
2.85,94.5,22.3,108.0,Eligible
2.04,61.4,21.5,19.0,Not Eligible
2.54,77.4,58.1,81.0,Not Eligible
3.08,88.0,65.7,18.0,Not Eligible
3.27,94.5,90.2,57.0,Not Eligible
2.52,84.4,48.8,46.0,Not Eligible
2.28,66.9,50.1,110.0,Not Eligible
3.67,95.4,5.4,19.0,Not Eligible
3.97,83.0,99.7,111.0,Eligible
3.05,64.3,94.6,46.0,Not Eligible
2.34,78.6,7.2,8.0,Not Eligible
2.54,88.0,55.8,86.0,Not Eligible
2.04,78.0,34.8,129.0,Not Eligible
3.83,94.8,42.8,116.0,Eligible
2.24,76.9,65.2,120.0,Not Eligible
3.15,83.3,42.0,47.0,Not Eligible
2.55,68.4,49.6,27.0,Not Eligible
3.11,80.5,27.3,113.0,Eligible
3.3,68.9,8.2,4.0,Not Eligible
3.66,69.0,75.5,123.0,Eligible
2.41,71.2,37.8,48.0,Not Eligible
2.02,61.8,88.7,91.0,Not Eligible
2.27,66.5,94.5,50.0,Not Eligible
3.8,77.0,8.8,81.0,Not Eligible
3.75,65.2,68.4,43.0,Not Eligible
3.19,65.3,82.0,41.0,Not Eligible
3.2,98.7,64.7,47.0,Not Eligible
3.33,77.1,32.9,103.0,Eligible
2.35,76.1,28.5,27.0,Not Eligible
3.83,70.7,46.2,57.0,Not Eligible
2.84,80.5,25.9,40.0,Not Eligible
2.77,83.8,89.6,11.0,Not Eligible
3.04,76.7,4.9,95.0,Not Eligible
2.09,75.8,11.3,115.0,Not Eligible
2.33,88.0,60.7,32.0,Not Eligible
3.48,98.0,65.8,49.0,Not Eligible
2.17,95.1,73.6,115.0,Not Eligible
3.21,64.7,27.6,115.0,Eligible
2.49,86.1,29.4,93.0,Not Eligible
2.78,60.3,41.4,61.0,Not Eligible
2.58,85.3,23.4,20.0,Not Eligible
2.71,78.6,37.7,78.0,Not Eligible
3.44,79.6,69.7,50.0,Not Eligible
2.59,83.5,49.9,42.0,Not Eligible
3.13,89.7,96.7,108.0,Eligible
2.95,89.2,58.0,54.0,Not Eligible
3.33,61.8,32.9,66.0,Not Eligible
3.87,89.5,18.2,54.0,Not Eligible
3.47,93.2,22.0,91.0,Not Eligible
2.43,62.7,1.6,28.0,Not Eligible
2.06,72.9,44.2,86.0,Not Eligible
2.52,91.7,96.0,67.0,Not Eligible
3.19,79.7,77.7,99.0,Not Eligible
2.1,87.8,30.1,68.0,Not Eligible
2.99,80.1,79.9,48.0,Not Eligible
3.19,99.1,93.2,15.0,Not Eligible
2.67,97.4,67.3,67.0,Not Eligible
3.54,71.2,51.2,41.0,Not Eligible
2.21,75.4,13.6,117.0,Not Eligible
2.15,77.3,8.0,32.0,Not Eligible
3.46,64.2,21.9,104.0,Eligible
2.99,76.2,66.3,60.0,Not Eligible
3.38,91.0,15.5,2.0,Not Eligible
2.87,93.9,53.3,35.0,Not Eligible
2.49,95.4,43.7,119.0,Not Eligible
3.64,60.6,62.9,40.0,Not Eligible
3.6,91.6,5.2,76.0,Not Eligible
3.39,80.1,98.0,75.0,Not Eligible
2.54,68.2,69.0,86.0,Not Eligible
3.18,79.9,72.2,124.0,Eligible
2.72,93.8,1.6,96.0,Not Eligible
2.18,77.4,7.9,73.0,Not Eligible
3.83,99.6,68.8,119.0,Eligible
2.27,84.7,11.0,101.0,Not Eligible
3.9,79.6,89.5,33.0,Not Eligible
2.89,71.8,62.1,31.0,Not Eligible
2.37,60.4,7.1,110.0,Not Eligible
3.08,84.4,61.4,16.0,Not Eligible
3.75,83.1,80.3,24.0,Not Eligible
3.46,80.7,80.1,91.0,Not Eligible
3.61,81.5,40.1,24.0,Not Eligible
3.32,93.7,46.0,111.0,Eligible
3.38,72.7,73.6,26.0,Not Eligible
3.7,82.0,87.4,35.0,Not Eligible
2.5,87.2,79.4,68.0,Not Eligible
2.98,68.4,59.6,79.0,Not Eligible
2.44,97.0,72.5,73.0,Not Eligible
3.98,89.5,65.2,61.0,Not Eligible
3.89,62.1,57.7,9.0,Not Eligible
2.08,94.6,92.0,77.0,Not Eligible
3.41,97.2,64.8,98.0,Not Eligible
3.85,91.7,38.2,61.0,Not Eligible
2.36,77.0,97.4,37.0,Not Eligible
3.14,99.8,95.0,18.0,Not Eligible
3.83,65.0,78.1,43.0,Not Eligible
2.07,81.5,3.3,120.0,Not Eligible
3.39,66.8,72.9,48.0,Not Eligible
2.59,77.6,3.0,96.0,Not Eligible
3.85,97.1,7.4,39.0,Not Eligible
3.94,91.8,35.3,16.0,Not Eligible
3.89,91.3,31.6,114.0,Eligible
2.95,74.2,56.4,27.0,Not Eligible
3.72,97.4,24.4,10.0,Not Eligible
3.69,74.7,19.9,50.0,Not Eligible
2.64,61.6,66.7,111.0,Eligible
3.66,85.5,44.3,12.0,Not Eligible
2.07,74.5,5.3,21.0,Not Eligible
3.19,66.1,44.2,93.0,Not Eligible
2.46,97.4,75.9,45.0,Not Eligible
2.24,85.5,6.7,74.0,Not Eligible
2.15,97.6,91.6,48.0,Not Eligible
3.39,83.3,47.6,127.0,Eligible
2.68,62.6,51.2,112.0,Eligible
3.45,61.2,29.9,100.0,Eligible
2.13,96.0,64.7,87.0,Not Eligible
2.63,61.5,2.1,65.0,Not Eligible
3.08,84.6,73.9,53.0,Not Eligible
3.58,71.9,9.9,1.0,Not Eligible
2.64,87.5,44.5,89.0,Not Eligible
3.25,71.4,14.7,73.0,Not Eligible
3.77,61.5,16.9,13.0,Not Eligible
3.23,89.2,46.4,90.0,Not Eligible
2.47,72.4,6.5,69.0,Not Eligible
2.05,82.0,15.0,44.0,Not Eligible
3.74,91.0,54.4,30.0,Not Eligible
2.04,88.1,69.6,83.0,Not Eligible
3.75,73.9,35.9,25.0,Not Eligible
3.06,89.9,86.6,66.0,Not Eligible
3.88,97.0,16.1,96.0,Not Eligible
3.6,84.4,56.1,103.0,Eligible
4.0,88.1,8.9,55.0,Not Eligible
2.7,94.6,16.7,52.0,Not Eligible
3.53,93.7,90.9,69.0,Not Eligible
2.8,74.1,99.3,43.0,Not Eligible
2.96,99.7,99.7,113.0,Eligible
3.26,61.1,80.0,86.0,Not Eligible
3.75,99.5,20.0,48.0,Not Eligible
3.97,69.8,28.6,23.0,Not Eligible
3.54,77.6,8.9,127.0,Eligible
2.84,95.3,5.4,125.0,Eligible
2.84,69.8,73.3,30.0,Not Eligible
3.48,69.0,54.0,36.0,Not Eligible
2.48,85.7,66.1,37.0,Not Eligible
2.22,88.2,58.0,45.0,Not Eligible
2.71,60.3,1.2,41.0,Not Eligible
2.57,78.0,32.0,1.0,Not Eligible
2.59,79.6,69.1,101.0,Eligible
2.47,70.9,86.1,74.0,Not Eligible
2.08,81.8,15.4,10.0,Not Eligible
2.04,66.2,11.8,126.0,Not Eligible
3.98,72.9,95.9,43.0,Not Eligible
2.86,88.5,96.7,112.0,Eligible
2.77,95.0,75.0,122.0,Eligible
3.36,83.6,5.9,2.0,Not Eligible
2.44,63.0,63.0,125.0,Not Eligible
3.9,87.1,12.8,48.0,Not Eligible
3.57,95.9,84.5,13.0,Not Eligible
2.18,80.2,30.3,74.0,Not Eligible
2.84,79.7,47.5,5.0,Not Eligible
3.76,99.7,18.7,39.0,Not Eligible
3.89,85.5,72.5,109.0,Eligible
2.93,92.2,50.2,103.0,Eligible
3.23,85.9,70.6,126.0,Eligible
2.33,68.8,32.0,4.0,Not Eligible
3.98,71.4,37.7,72.0,Not Eligible
2.46,86.6,89.7,14.0,Not Eligible
3.89,78.2,25.4,118.0,Eligible
3.3,76.2,90.3,5.0,Not Eligible
3.22,60.9,7.6,120.0,Eligible
3.03,95.4,15.9,39.0,Not Eligible
2.46,95.4,66.3,87.0,Not Eligible
2.35,78.4,99.4,58.0,Not Eligible
2.44,88.0,93.4,79.0,Not Eligible
2.37,67.1,50.8,54.0,Not Eligible
3.56,80.2,52.8,93.0,Not Eligible
2.7,77.6,57.3,23.0,Not Eligible
2.12,86.3,79.2,41.0,Not Eligible
3.94,78.8,55.1,30.0,Not Eligible
3.77,79.9,11.8,40.0,Not Eligible
3.86,71.8,83.8,22.0,Not Eligible
3.99,61.9,88.5,80.0,Not Eligible
2.35,96.7,91.8,59.0,Not Eligible
2.79,60.5,42.1,52.0,Not Eligible
3.52,71.3,22.1,112.0,Eligible
3.39,77.9,11.9,78.0,Not Eligible
2.31,72.8,52.5,71.0,Not Eligible
3.63,82.1,27.7,88.0,Not Eligible
2.45,78.5,42.7,81.0,Not Eligible
2.45,70.2,9.9,85.0,Not Eligible
3.07,63.5,19.9,82.0,Not Eligible
3.19,65.5,43.8,37.0,Not Eligible
3.16,79.5,17.9,92.0,Not Eligible
2.18,93.8,22.5,66.0,Not Eligible
3.75,64.0,2.0,101.0,Eligible
2.53,87.1,7.3,43.0,Not Eligible
2.26,91.7,11.6,68.0,Not Eligible
3.78,71.1,65.7,97.0,Not Eligible
3.91,86.7,15.0,45.0,Not Eligible
3.72,87.5,88.1,92.0,Not Eligible
3.62,88.3,78.5,99.0,Not Eligible
3.31,95.6,81.7,71.0,Not Eligible
3.1,75.9,35.2,27.0,Not Eligible
2.17,69.7,5.8,122.0,Not Eligible
2.82,81.8,7.6,61.0,Not Eligible
2.75,62.5,69.0,112.0,Eligible
2.52,73.4,92.3,118.0,Eligible
3.45,95.3,17.5,10.0,Not Eligible
2.99,81.3,86.4,55.0,Not Eligible
2.16,77.5,65.3,54.0,Not Eligible
2.44,70.6,67.7,62.0,Not Eligible
3.37,70.0,69.8,25.0,Not Eligible
2.15,69.5,6.2,122.0,Not Eligible
3.7,93.2,60.4,20.0,Not Eligible
2.99,99.4,48.3,15.0,Not Eligible
2.96,81.4,83.7,33.0,Not Eligible
3.18,63.2,42.8,10.0,Not Eligible
3.65,90.0,51.0,52.0,Not Eligible
2.7,95.1,58.0,30.0,Not Eligible
3.36,97.2,58.7,62.0,Not Eligible
3.13,85.2,40.0,74.0,Not Eligible
2.53,80.3,16.6,67.0,Not Eligible
3.76,84.8,25.1,115.0,Eligible
3.59,60.5,41.2,116.0,Eligible
3.32,86.2,62.0,77.0,Not Eligible
3.7,88.4,45.5,69.0,Not Eligible
3.73,88.9,79.2,50.0,Not Eligible
3.42,82.5,57.5,90.0,Not Eligible
3.67,88.0,34.3,28.0,Not Eligible
3.39,85.6,49.7,35.0,Not Eligible
3.36,64.6,35.9,72.0,Not Eligible
3.24,95.9,3.0,78.0,Not Eligible
3.51,84.9,28.1,93.0,Not Eligible
2.32,89.1,45.1,125.0,Not Eligible
3.76,73.7,25.5,6.0,Not Eligible
3.74,96.8,72.0,83.0,Not Eligible
2.06,80.1,86.2,66.0,Not Eligible
3.65,87.2,29.7,51.0,Not Eligible
2.26,98.1,2.4,12.0,Not Eligible
2.67,96.6,87.6,91.0,Not Eligible
3.49,85.8,57.7,96.0,Not Eligible
2.32,66.6,0.6,21.0,Not Eligible
3.64,98.0,50.0,91.0,Not Eligible
3.66,99.4,9.7,5.0,Not Eligible
3.01,64.1,67.4,20.0,Not Eligible
2.01,78.0,53.4,26.0,Not Eligible
2.57,81.9,91.3,126.0,Eligible
3.23,63.7,39.5,72.0,Not Eligible
3.96,67.6,92.4,66.0,Not Eligible
3.26,81.5,83.6,128.0,Eligible
2.52,98.5,75.2,21.0,Not Eligible
3.27,61.1,43.8,127.0,Eligible
3.08,96.5,41.4,30.0,Not Eligible
3.56,95.9,39.5,86.0,Not Eligible
2.21,94.3,5.2,99.0,Not Eligible
3.52,75.1,60.6,1.0,Not Eligible
3.08,79.6,79.8,95.0,Not Eligible
3.93,76.1,74.4,66.0,Not Eligible
2.68,97.9,58.3,68.0,Not Eligible
3.27,80.9,35.7,41.0,Not Eligible
3.86,63.2,69.5,118.0,Eligible
2.21,71.0,52.9,25.0,Not Eligible
3.87,78.5,84.0,49.0,Not Eligible
3.38,98.1,27.3,6.0,Not Eligible
2.14,82.8,10.2,58.0,Not Eligible
2.6,87.8,0.3,119.0,Eligible
3.42,63.5,74.3,32.0,Not Eligible
2.13,95.1,59.9,102.0,Not Eligible
3.16,81.6,6.0,5.0,Not Eligible
2.69,96.8,84.0,107.0,Eligible
3.24,77.8,47.7,41.0,Not Eligible
2.09,87.3,46.1,8.0,Not Eligible
3.74,78.8,68.5,43.0,Not Eligible
3.95,65.7,63.5,73.0,Not Eligible
3.94,70.9,23.9,121.0,Eligible
3.5,62.7,64.5,43.0,Not Eligible
2.26,77.6,85.8,49.0,Not Eligible
3.52,86.0,39.2,90.0,Not Eligible
2.05,69.7,29.0,3.0,Not Eligible
2.04,79.6,6.0,92.0,Not Eligible
2.65,78.4,60.5,5.0,Not Eligible
2.98,81.3,75.5,123.0,Eligible
3.54,67.4,96.8,129.0,Eligible
3.37,81.4,61.2,97.0,Not Eligible
2.89,74.6,44.8,57.0,Not Eligible
2.55,71.4,93.5,23.0,Not Eligible
3.99,83.4,17.9,6.0,Not Eligible
2.85,65.9,70.8,108.0,Eligible
2.9,96.0,32.7,100.0,Eligible
2.33,97.4,86.1,119.0,Not Eligible
3.59,86.4,74.5,35.0,Not Eligible
3.39,72.1,33.4,54.0,Not Eligible
2.44,85.0,77.5,118.0,Not Eligible
2.16,84.1,89.0,48.0,Not Eligible
3.36,75.7,25.2,35.0,Not Eligible
3.31,71.5,57.2,76.0,Not Eligible
2.55,66.7,42.0,61.0,Not Eligible
3.9,68.7,92.6,27.0,Not Eligible
2.3,86.1,97.2,114.0,Not Eligible
2.86,95.4,10.4,83.0,Not Eligible
3.89,75.4,54.9,35.0,Not Eligible
2.84,64.9,53.1,82.0,Not Eligible
3.28,60.5,86.9,124.0,Eligible
2.8,76.2,77.9,24.0,Not Eligible
2.55,69.3,28.7,82.0,Not Eligible
3.97,72.9,52.2,130.0,Eligible
2.82,69.7,37.8,64.0,Not Eligible
3.79,86.6,35.3,100.0,Eligible
